"","V2","V10","V51","V106","V140","V147","V186"
"16331",818,3,2,4,4,NA,4
"16332",818,1,1,1,6,NA,2
"16333",818,3,4,2,10,NA,1
"16334",818,4,2,4,10,NA,4
"16335",818,4,2,3,10,NA,4
"16336",818,4,2,2,9,NA,4
"16337",818,4,2,3,10,NA,4
"16338",818,4,1,3,1,NA,NA
"16339",818,4,1,1,10,NA,1
"16340",818,4,1,2,10,NA,1
"16341",818,4,1,2,10,NA,1
"16342",818,4,2,2,10,NA,NA
"16343",818,4,1,4,10,NA,NA
"16344",818,4,1,3,10,NA,NA
"16345",818,4,2,4,10,NA,NA
"16346",818,4,1,3,10,NA,NA
"16347",818,3,1,4,10,NA,NA
"16348",818,3,1,3,8,NA,1
"16349",818,3,1,4,10,NA,4
"16350",818,3,1,3,9,NA,NA
"16351",818,3,3,2,8,NA,NA
"16352",818,1,1,2,9,NA,4
"16353",818,4,1,4,10,NA,4
"16354",818,4,1,2,9,NA,4
"16355",818,3,1,3,10,NA,NA
"16356",818,3,1,3,9,NA,NA
"16357",818,3,3,2,7,NA,NA
"16358",818,3,1,3,8,NA,NA
"16359",818,2,2,2,9,NA,4
"16360",818,2,1,2,9,NA,4
"16361",818,4,1,1,9,NA,2
"16362",818,4,1,1,9,NA,1
"16363",818,4,1,1,10,NA,1
"16364",818,4,1,1,9,NA,1
"16365",818,4,3,1,9,NA,1
"16366",818,4,3,1,8,NA,2
"16367",818,4,1,1,9,NA,1
"16368",818,3,2,4,8,NA,2
"16369",818,3,1,3,8,NA,1
"16370",818,3,1,4,7,NA,1
"16371",818,4,2,1,10,NA,1
"16372",818,2,4,1,10,NA,1
"16373",818,3,1,3,9,NA,4
"16374",818,3,1,1,9,NA,2
"16375",818,3,1,2,8,NA,3
"16376",818,2,2,3,9,NA,4
"16377",818,2,1,3,9,NA,4
"16378",818,2,2,3,9,NA,4
"16379",818,2,2,3,9,NA,3
"16380",818,2,2,4,10,NA,3
"16381",818,2,2,4,10,NA,NA
"16382",818,2,2,3,7,NA,4
"16383",818,2,3,2,10,NA,4
"16384",818,4,2,3,8,NA,3
"16385",818,2,1,2,9,NA,1
"16386",818,2,1,2,8,NA,NA
"16387",818,2,1,2,9,NA,NA
"16388",818,4,2,3,8,NA,1
"16389",818,2,2,2,9,NA,NA
"16390",818,4,1,2,7,NA,1
"16391",818,3,3,3,10,NA,2
"16392",818,2,2,2,6,NA,1
"16393",818,3,2,3,9,NA,3
"16394",818,2,2,4,5,NA,1
"16395",818,2,2,3,8,NA,4
"16396",818,2,1,2,8,NA,4
"16397",818,2,3,2,1,NA,NA
"16398",818,4,3,3,10,NA,3
"16399",818,2,2,2,10,NA,NA
"16400",818,3,3,2,9,NA,1
"16401",818,3,3,2,9,NA,1
"16402",818,2,3,2,9,NA,1
"16403",818,3,3,2,9,NA,1
"16404",818,2,2,2,9,NA,1
"16405",818,3,3,3,9,NA,1
"16406",818,2,3,3,9,NA,1
"16407",818,3,4,3,8,NA,1
"16408",818,1,3,2,9,NA,2
"16409",818,2,3,2,8,NA,1
"16410",818,2,3,3,9,NA,1
"16411",818,2,2,2,9,NA,2
"16412",818,2,2,2,9,NA,2
"16413",818,3,1,2,10,NA,NA
"16414",818,2,3,2,9,NA,2
"16415",818,3,1,3,10,NA,NA
"16416",818,2,1,2,10,NA,NA
"16417",818,3,1,3,10,NA,NA
"16418",818,3,2,3,10,NA,NA
"16419",818,3,1,3,10,NA,NA
"16420",818,3,1,3,8,NA,NA
"16421",818,3,1,2,10,NA,4
"16422",818,3,1,3,10,NA,4
"16423",818,3,1,3,10,NA,NA
"16424",818,3,1,2,10,NA,4
"16425",818,2,1,3,10,NA,4
"16426",818,3,1,3,10,NA,4
"16427",818,2,2,3,6,NA,3
"16428",818,3,4,1,9,NA,1
"16429",818,3,2,4,10,NA,1
"16430",818,2,2,3,5,NA,3
"16431",818,4,2,1,7,NA,2
"16432",818,3,2,2,6,NA,2
"16433",818,4,2,2,7,NA,2
"16434",818,3,1,1,9,NA,3
"16435",818,3,2,2,7,NA,2
"16436",818,2,1,1,8,NA,4
"16437",818,3,1,2,9,NA,4
"16438",818,4,3,4,10,NA,4
"16439",818,3,1,3,5,NA,1
"16440",818,2,3,2,10,NA,3
"16441",818,4,3,3,10,NA,4
"16442",818,2,2,2,10,NA,2
"16443",818,4,3,4,7,NA,3
"16444",818,3,3,4,7,NA,2
"16445",818,2,4,4,4,NA,2
"16446",818,4,1,3,10,NA,4
"16447",818,4,1,3,10,NA,4
"16448",818,4,1,4,10,NA,NA
"16449",818,4,1,4,10,NA,NA
"16450",818,4,1,4,10,NA,NA
"16451",818,4,1,4,7,NA,NA
"16452",818,4,1,4,10,NA,NA
"16453",818,4,1,4,10,NA,NA
"16454",818,3,2,3,9,NA,NA
"16455",818,3,1,3,8,NA,NA
"16456",818,2,1,1,6,NA,4
"16457",818,2,1,2,8,NA,3
"16458",818,3,2,4,6,NA,2
"16459",818,3,4,4,7,NA,2
"16460",818,3,3,2,7,NA,2
"16461",818,4,1,2,10,NA,4
"16462",818,4,1,4,10,NA,NA
"16463",818,4,1,4,5,NA,1
"16464",818,2,2,2,7,NA,1
"16465",818,4,3,4,6,NA,1
"16466",818,4,1,4,5,NA,2
"16467",818,4,1,4,5,NA,2
"16468",818,2,1,4,10,NA,1
"16469",818,4,2,4,5,NA,NA
"16470",818,4,1,4,10,NA,NA
"16471",818,4,2,4,10,NA,NA
"16472",818,4,1,4,10,NA,4
"16473",818,4,1,4,10,NA,NA
"16474",818,4,1,4,10,NA,NA
"16475",818,3,1,2,9,NA,4
"16476",818,4,1,2,9,NA,4
"16477",818,1,2,2,9,NA,4
"16478",818,4,1,2,10,NA,4
"16479",818,2,2,3,9,NA,4
"16480",818,2,1,2,10,NA,4
"16481",818,4,2,2,9,NA,4
"16482",818,4,2,4,7,NA,2
"16483",818,4,2,3,8,NA,NA
"16484",818,4,1,4,7,NA,1
"16485",818,4,2,4,6,NA,2
"16486",818,4,1,4,5,NA,2
"16487",818,3,2,1,6,NA,1
"16488",818,4,1,1,10,NA,2
"16489",818,3,3,2,7,NA,1
"16490",818,4,1,1,10,NA,2
"16491",818,3,2,1,6,NA,1
"16492",818,4,2,2,10,NA,1
"16493",818,4,1,3,10,NA,4
"16494",818,3,1,3,9,NA,4
"16495",818,3,2,3,9,NA,4
"16496",818,2,2,3,9,NA,4
"16497",818,4,3,2,9,NA,4
"16498",818,3,2,2,9,NA,4
"16499",818,4,1,3,9,NA,4
"16500",818,2,1,2,9,NA,4
"16501",818,3,3,1,7,NA,1
"16502",818,3,3,1,10,NA,1
"16503",818,3,3,2,9,NA,1
"16504",818,4,3,1,6,NA,1
"16505",818,3,3,1,10,NA,1
"16506",818,4,3,1,6,NA,2
"16507",818,4,1,4,5,NA,2
"16508",818,4,1,4,9,NA,1
"16509",818,4,1,3,8,NA,NA
"16510",818,4,1,4,6,NA,1
"16511",818,4,2,3,9,NA,2
"16512",818,4,1,4,7,NA,1
"16513",818,3,2,3,8,NA,NA
"16514",818,2,1,3,8,NA,1
"16515",818,3,2,3,8,NA,NA
"16516",818,2,1,3,9,NA,NA
"16517",818,3,1,3,8,NA,NA
"16518",818,4,1,4,10,NA,4
"16519",818,3,2,3,8,NA,NA
"16520",818,3,1,4,10,NA,NA
"16521",818,4,1,4,10,NA,NA
"16522",818,4,1,4,10,NA,NA
"16523",818,4,1,4,10,NA,NA
"16524",818,4,1,4,10,NA,NA
"16525",818,4,1,4,6,NA,1
"16526",818,4,3,3,10,NA,4
"16527",818,4,3,4,9,NA,4
"16528",818,2,2,2,9,NA,4
"16529",818,3,2,3,9,NA,NA
"16530",818,3,2,3,9,NA,NA
"16531",818,4,3,2,9,NA,4
"16532",818,2,1,2,9,NA,4
"16533",818,2,1,3,9,NA,4
"16534",818,4,1,2,9,NA,1
"16535",818,3,1,3,10,NA,NA
"16536",818,4,1,4,10,NA,NA
"16537",818,3,1,3,10,NA,NA
"16538",818,4,1,2,9,NA,2
"16539",818,4,1,3,10,NA,NA
"16540",818,2,2,3,8,NA,1
"16541",818,2,1,3,10,NA,NA
"16542",818,3,1,4,9,NA,NA
"16543",818,2,1,3,10,NA,NA
"16544",818,2,3,3,10,NA,NA
"16545",818,3,1,4,8,NA,2
"16546",818,3,1,4,10,NA,NA
"16547",818,2,1,3,8,NA,NA
"16548",818,3,1,3,10,NA,NA
"16549",818,2,2,3,8,NA,4
"16550",818,2,2,3,8,NA,4
"16551",818,3,1,2,7,NA,3
"16552",818,3,1,4,4,NA,1
"16553",818,3,2,1,3,NA,1
"16554",818,2,1,3,10,NA,NA
"16555",818,2,2,4,6,NA,2
"16556",818,2,2,4,7,NA,2
"16557",818,2,1,4,10,NA,4
"16558",818,2,1,2,7,NA,NA
"16559",818,2,2,3,7,NA,2
"16560",818,2,1,2,10,NA,4
"16561",818,2,1,2,9,NA,NA
"16562",818,2,2,3,8,NA,4
"16563",818,2,2,3,8,NA,4
"16564",818,2,1,3,8,NA,4
"16565",818,1,1,2,10,NA,4
"16566",818,3,1,4,8,NA,1
"16567",818,4,1,4,10,NA,4
"16568",818,2,1,2,8,NA,4
"16569",818,1,1,2,10,NA,4
"16570",818,4,1,3,9,NA,NA
"16571",818,3,1,3,10,NA,NA
"16572",818,2,1,3,7,NA,1
"16573",818,4,1,2,10,NA,2
"16574",818,4,1,3,10,NA,4
"16575",818,4,2,3,8,NA,4
"16576",818,4,2,2,10,NA,4
"16577",818,3,3,3,8,NA,1
"16578",818,3,3,3,9,NA,1
"16579",818,3,3,2,8,NA,1
"16580",818,3,1,2,9,NA,1
"16581",818,3,2,2,8,NA,1
"16582",818,2,1,3,8,NA,4
"16583",818,1,1,2,7,NA,4
"16584",818,1,1,2,6,NA,4
"16585",818,4,2,3,8,NA,4
"16586",818,4,1,3,8,NA,4
"16587",818,4,1,2,8,NA,NA
"16588",818,1,1,2,8,NA,NA
"16589",818,1,1,4,10,NA,NA
"16590",818,1,1,4,7,NA,4
"16591",818,1,1,4,9,NA,NA
"16592",818,4,1,3,10,NA,NA
"16593",818,3,3,2,10,NA,NA
"16594",818,3,2,2,10,NA,NA
"16595",818,3,2,2,10,NA,NA
"16596",818,4,2,2,10,NA,NA
"16597",818,3,3,2,10,NA,NA
"16598",818,3,1,4,7,NA,4
"16599",818,2,2,2,10,NA,4
"16600",818,3,3,2,10,NA,NA
"16601",818,4,1,3,9,NA,1
"16602",818,2,1,2,10,NA,NA
"16603",818,4,1,3,9,NA,1
"16604",818,2,2,4,9,NA,NA
"16605",818,4,1,3,10,NA,NA
"16606",818,2,1,4,8,NA,NA
"16607",818,2,1,4,7,NA,4
"16608",818,2,1,4,10,NA,NA
"16609",818,4,2,4,8,NA,1
"16610",818,3,1,4,8,NA,1
"16611",818,4,1,4,8,NA,1
"16612",818,4,1,3,9,NA,1
"16613",818,3,1,4,10,NA,1
"16614",818,4,3,4,10,NA,4
"16615",818,4,2,3,9,NA,4
"16616",818,3,1,4,9,NA,1
"16617",818,2,2,4,9,NA,4
"16618",818,1,1,4,10,NA,4
"16619",818,2,2,4,8,NA,4
"16620",818,4,1,4,7,NA,1
"16621",818,4,2,4,10,NA,1
"16622",818,4,1,3,10,NA,NA
"16623",818,4,1,4,10,NA,NA
"16624",818,3,3,2,9,NA,1
"16625",818,4,1,2,9,NA,4
"16626",818,3,1,4,6,NA,3
"16627",818,2,1,4,10,NA,1
"16628",818,3,3,4,10,NA,1
"16629",818,3,1,4,8,NA,1
"16630",818,4,1,3,9,NA,1
"16631",818,4,1,4,7,NA,1
"16632",818,3,1,2,6,NA,4
"16633",818,3,1,2,6,NA,3
"16634",818,3,1,2,5,NA,4
"16635",818,2,1,2,9,NA,NA
"16636",818,2,2,3,8,NA,4
"16637",818,2,2,3,8,NA,NA
"16638",818,4,2,3,7,NA,NA
"16639",818,4,2,2,9,NA,NA
"16640",818,3,2,3,9,NA,4
"16641",818,4,1,2,9,NA,4
"16642",818,4,2,3,10,NA,2
"16643",818,4,2,2,10,NA,3
"16644",818,4,1,2,10,NA,3
"16645",818,4,2,2,10,NA,3
"16646",818,3,1,4,10,NA,1
"16647",818,4,2,4,9,NA,1
"16648",818,3,2,2,10,NA,1
"16649",818,4,1,3,10,NA,4
"16650",818,4,1,3,10,NA,NA
"16651",818,4,1,2,10,NA,4
"16652",818,4,1,3,10,NA,4
"16653",818,4,1,3,10,NA,NA
"16654",818,1,2,2,10,NA,NA
"16655",818,3,1,3,10,NA,4
"16656",818,4,1,3,10,NA,4
"16657",818,4,1,3,10,NA,4
"16658",818,4,1,2,10,NA,2
"16659",818,4,1,3,10,NA,2
"16660",818,4,4,2,10,NA,4
"16661",818,4,1,3,10,NA,NA
"16662",818,4,1,3,10,NA,NA
"16663",818,4,1,4,10,NA,4
"16664",818,4,2,3,9,NA,4
"16665",818,2,2,2,10,NA,4
"16666",818,4,1,3,7,NA,NA
"16667",818,4,1,4,10,NA,NA
"16668",818,4,1,3,9,NA,4
"16669",818,3,3,3,10,NA,4
"16670",818,4,1,4,10,NA,NA
"16671",818,3,1,3,8,NA,NA
"16672",818,3,2,3,8,NA,NA
"16673",818,4,2,3,8,NA,NA
"16674",818,4,2,3,8,NA,NA
"16675",818,3,1,3,10,NA,4
"16676",818,3,1,3,10,NA,4
"16677",818,3,1,3,9,NA,NA
"16678",818,2,1,3,10,NA,1
"16679",818,4,2,3,10,NA,1
"16680",818,4,1,2,10,NA,4
"16681",818,4,1,3,10,NA,4
"16682",818,4,1,2,10,NA,NA
"16683",818,4,3,4,10,NA,NA
"16684",818,4,1,2,9,NA,NA
"16685",818,4,1,2,10,NA,NA
"16686",818,4,1,2,10,NA,4
"16687",818,2,1,1,8,NA,NA
"16688",818,2,1,1,9,NA,4
"16689",818,2,1,1,9,NA,4
"16690",818,2,1,2,10,NA,4
"16691",818,4,1,3,10,NA,1
"16692",818,4,1,3,9,NA,NA
"16693",818,3,1,3,7,NA,NA
"16694",818,3,2,2,9,NA,1
"16695",818,4,1,2,9,NA,1
"16696",818,4,1,3,5,NA,1
"16697",818,3,1,1,7,NA,1
"16698",818,4,1,4,10,NA,1
"16699",818,1,1,2,10,NA,4
"16700",818,4,1,1,8,NA,4
"16701",818,2,2,2,10,NA,4
"16702",818,2,1,2,9,NA,NA
"16703",818,3,1,2,10,NA,3
"16704",818,2,1,1,10,NA,1
"16705",818,3,1,3,9,NA,NA
"16706",818,4,1,2,9,NA,NA
"16707",818,2,1,4,10,NA,NA
"16708",818,4,1,2,10,NA,NA
"16709",818,4,1,2,8,NA,NA
"16710",818,4,2,1,7,NA,1
"16711",818,1,1,4,10,NA,4
"16712",818,2,2,2,9,NA,NA
"16713",818,2,2,3,9,NA,3
"16714",818,2,2,3,9,NA,NA
"16715",818,4,3,3,10,NA,3
"16716",818,3,1,4,8,NA,NA
"16717",818,2,2,3,9,NA,4
"16718",818,2,2,3,8,NA,4
"16719",818,2,2,3,8,NA,4
"16720",818,2,2,3,9,NA,4
"16721",818,2,1,3,8,NA,4
"16722",818,2,1,2,10,NA,NA
"16723",818,3,3,2,9,NA,1
"16724",818,2,1,2,1,NA,NA
"16725",818,2,3,3,9,NA,1
"16726",818,4,1,4,9,NA,NA
"16727",818,4,1,4,9,NA,NA
"16728",818,1,1,2,9,NA,NA
"16729",818,2,2,3,8,NA,4
"16730",818,4,1,3,9,NA,NA
"16731",818,4,2,2,10,NA,2
"16732",818,2,1,3,8,NA,4
"16733",818,2,2,3,8,NA,4
"16734",818,2,2,4,10,NA,2
"16735",818,2,2,2,9,NA,3
"16736",818,3,3,2,9,NA,2
"16737",818,2,1,3,10,NA,NA
"16738",818,3,1,3,10,NA,4
"16739",818,4,2,3,10,NA,4
"16740",818,4,4,2,10,NA,4
"16741",818,3,1,3,9,NA,3
"16742",818,2,2,2,5,NA,4
"16743",818,3,1,4,10,NA,4
"16744",818,3,1,1,10,NA,4
"16745",818,1,1,3,10,NA,4
"16746",818,4,1,1,4,NA,1
"16747",818,4,1,1,9,NA,1
"16748",818,3,1,1,9,NA,4
"16749",818,4,1,1,7,NA,1
"16750",818,2,1,2,9,NA,1
"16751",818,2,1,1,9,NA,4
"16752",818,4,1,2,10,NA,4
"16753",818,2,1,2,8,NA,4
"16754",818,3,1,2,5,NA,4
"16755",818,2,1,3,7,NA,4
"16756",818,2,1,4,8,NA,4
"16757",818,2,3,3,10,NA,4
"16758",818,3,1,4,10,NA,4
"16759",818,4,1,4,10,NA,4
"16760",818,2,3,4,9,NA,4
"16761",818,2,1,3,4,NA,1
"16762",818,2,1,2,6,NA,1
"16763",818,2,1,4,10,NA,NA
"16764",818,3,1,4,8,NA,1
"16765",818,4,1,4,10,NA,1
"16766",818,4,1,3,8,NA,1
"16767",818,3,1,3,7,NA,1
"16768",818,2,1,4,7,NA,2
"16769",818,2,2,4,7,NA,2
"16770",818,2,2,4,7,NA,3
"16771",818,4,1,3,8,NA,4
"16772",818,3,1,1,7,NA,4
"16773",818,4,1,4,10,NA,NA
"16774",818,4,2,4,10,NA,4
"16775",818,4,1,4,10,NA,NA
"16776",818,3,2,4,5,NA,1
"16777",818,3,1,4,7,NA,2
"16778",818,3,1,4,7,NA,2
"16779",818,3,1,3,9,NA,1
"16780",818,3,1,2,10,NA,1
"16781",818,3,2,3,9,NA,1
"16782",818,4,1,4,8,NA,2
"16783",818,4,2,3,9,NA,2
"16784",818,4,2,4,9,NA,1
"16785",818,4,2,4,7,NA,2
"16786",818,3,1,2,9,NA,1
"16787",818,4,2,1,9,NA,1
"16788",818,3,4,3,10,NA,1
"16789",818,4,3,3,9,NA,1
"16790",818,4,3,3,9,NA,4
"16791",818,4,3,2,8,NA,4
"16792",818,4,3,2,8,NA,4
"16793",818,2,3,2,9,NA,4
"16794",818,4,2,3,9,NA,1
"16795",818,4,2,4,9,NA,2
"16796",818,4,2,4,8,NA,1
"16797",818,4,1,4,9,NA,4
"16798",818,4,2,4,8,NA,2
"16799",818,3,2,4,6,NA,2
"16800",818,3,2,4,7,NA,2
"16801",818,2,1,2,10,NA,4
"16802",818,3,3,2,9,NA,4
"16803",818,4,2,2,8,NA,4
"16804",818,4,2,2,9,NA,4
"16805",818,1,2,2,8,NA,4
"16806",818,3,2,2,9,NA,4
"16807",818,4,1,2,9,NA,4
"16808",818,4,2,4,10,NA,2
"16809",818,4,1,4,9,NA,2
"16810",818,4,2,4,4,NA,1
"16811",818,4,2,4,8,NA,2
"16812",818,4,3,3,10,NA,1
"16813",818,4,2,3,9,NA,NA
"16814",818,4,1,4,8,NA,2
"16815",818,4,1,4,10,NA,NA
"16816",818,4,1,4,9,NA,NA
"16817",818,4,1,4,10,NA,4
"16818",818,4,1,4,10,NA,4
"16819",818,4,2,4,10,NA,4
"16820",818,4,1,4,10,NA,NA
"16821",818,4,1,4,10,NA,NA
"16822",818,4,2,4,7,NA,1
"16823",818,3,1,3,10,NA,1
"16824",818,3,1,3,10,NA,2
"16825",818,3,1,4,6,NA,2
"16826",818,3,3,3,10,NA,1
"16827",818,3,3,3,6,NA,1
"16828",818,4,3,3,10,NA,2
"16829",818,3,1,3,10,NA,1
"16830",818,3,1,3,9,NA,1
"16831",818,1,3,2,9,NA,1
"16832",818,1,1,3,9,NA,1
"16833",818,2,1,3,10,NA,1
"16834",818,3,2,3,10,NA,1
"16835",818,4,1,3,9,NA,1
"16836",818,3,3,2,9,NA,4
"16837",818,4,1,3,9,NA,4
"16838",818,4,3,2,7,NA,4
"16839",818,4,1,4,10,NA,4
"16840",818,4,1,4,10,NA,4
"16841",818,4,1,4,10,NA,4
"16842",818,4,2,1,9,NA,4
"16843",818,4,1,2,10,NA,NA
"16844",818,4,1,2,9,NA,NA
"16845",818,1,1,3,1,NA,NA
"16846",818,2,1,2,10,NA,4
"16847",818,4,2,2,5,NA,4
"16848",818,4,1,2,5,NA,4
"16849",818,4,1,3,6,NA,NA
"16850",818,4,2,2,5,NA,4
"16851",818,4,1,2,6,NA,4
"16852",818,3,2,2,10,NA,4
"16853",818,3,2,3,6,NA,3
"16854",818,1,3,4,6,NA,4
"16855",818,4,1,2,10,NA,NA
"16856",818,2,1,2,1,NA,NA
"16857",818,4,2,2,10,NA,3
"16858",818,4,2,1,9,NA,4
"16859",818,3,1,2,8,NA,3
"16860",818,3,1,3,9,NA,4
"16861",818,4,1,2,10,NA,NA
"16862",818,4,3,3,10,NA,NA
"16863",818,4,1,2,9,NA,3
"16864",818,1,3,2,10,NA,NA
"16865",818,2,1,1,1,NA,1
"16866",818,1,2,2,7,NA,NA
"16867",818,1,2,2,6,NA,NA
"16868",818,1,1,2,7,NA,NA
"16869",818,3,1,2,10,NA,1
"16870",818,2,1,3,8,NA,NA
"16871",818,2,2,3,9,NA,NA
"16872",818,4,2,3,10,NA,4
"16873",818,2,1,3,9,NA,4
"16874",818,1,2,3,6,NA,NA
"16875",818,4,1,4,10,NA,4
"16876",818,1,1,2,9,NA,3
"16877",818,4,1,1,10,NA,NA
"16878",818,3,2,2,9,NA,4
"16879",818,1,1,4,10,NA,1
"16880",818,4,1,2,10,NA,4
"16881",818,2,1,2,10,NA,4
"16882",818,4,1,4,10,NA,NA
"16883",818,1,2,2,10,NA,NA
"16884",818,4,2,4,10,NA,NA
"16885",818,3,2,2,10,NA,4
"16886",818,3,1,2,10,NA,NA
"16887",818,4,2,1,10,NA,NA
"16888",818,4,1,1,10,NA,4
"16889",818,4,1,2,10,NA,1
"16890",818,3,1,4,9,NA,NA
"16891",818,2,1,3,9,NA,3
"16892",818,1,1,4,9,NA,3
"16893",818,4,2,2,10,NA,NA
"16894",818,4,2,3,10,NA,NA
"16895",818,3,1,2,7,NA,2
"16896",818,4,1,2,5,NA,4
"16897",818,4,1,3,7,NA,4
"16898",818,3,2,3,8,NA,4
"16899",818,3,2,2,9,NA,4
"16900",818,4,1,3,9,NA,4
"16901",818,3,2,4,9,NA,3
"16902",818,2,1,4,9,NA,NA
"16903",818,2,1,3,8,NA,NA
"16904",818,2,1,3,9,NA,NA
"16905",818,2,1,3,9,NA,NA
"16906",818,4,1,2,10,NA,NA
"16907",818,4,2,2,10,NA,NA
"16908",818,4,2,2,10,NA,NA
"16909",818,4,1,2,10,NA,NA
"16910",818,4,1,2,10,NA,NA
"16911",818,3,1,2,9,NA,3
"16912",818,3,2,2,9,NA,4
"16913",818,2,2,2,9,NA,4
"16914",818,4,1,2,9,NA,4
"16915",818,4,2,3,10,NA,3
"16916",818,4,2,3,10,NA,3
"16917",818,2,2,2,9,NA,4
"16918",818,3,2,3,7,NA,3
"16919",818,2,1,2,5,NA,NA
"16920",818,4,2,3,7,NA,3
"16921",818,4,2,2,7,NA,NA
"16922",818,3,2,3,7,NA,2
"16923",818,3,2,3,7,NA,3
"16924",818,4,2,3,7,NA,2
"16925",818,4,2,3,6,NA,3
"16926",818,4,2,2,6,NA,4
"16927",818,2,1,1,9,NA,NA
"16928",818,1,1,4,7,NA,NA
"16929",818,3,2,3,9,NA,3
"16930",818,1,1,2,9,NA,2
"16931",818,3,1,3,5,NA,NA
"16932",818,3,1,3,9,NA,NA
"16933",818,4,2,2,9,NA,NA
"16934",818,2,1,4,9,NA,NA
"16935",818,2,1,3,5,NA,NA
"16936",818,2,1,3,5,NA,NA
"16937",818,4,2,3,9,NA,4
"16938",818,4,2,1,9,NA,3
"16939",818,4,2,2,10,NA,3
"16940",818,3,2,1,10,NA,NA
"16941",818,3,1,3,10,NA,1
"16942",818,2,1,2,9,NA,3
"16943",818,4,2,1,9,NA,4
"16944",818,2,2,2,10,NA,4
"16945",818,4,1,4,10,NA,NA
"16946",818,4,1,4,2,NA,NA
"16947",818,4,1,4,2,NA,NA
"16948",818,4,2,2,10,NA,4
"16949",818,2,1,3,10,NA,4
"16950",818,4,1,4,10,NA,NA
"16951",818,4,1,3,10,NA,4
"16952",818,4,2,1,8,NA,1
"16953",818,4,1,3,10,NA,4
"16954",818,4,1,1,9,NA,1
"16955",818,4,2,2,10,NA,4
"16956",818,4,1,4,9,NA,4
"16957",818,4,3,2,10,NA,1
"16958",818,4,1,3,9,NA,4
"16959",818,3,1,3,10,NA,4
"16960",818,2,1,3,9,NA,NA
"16961",818,2,1,2,8,NA,4
"16962",818,2,3,4,9,NA,4
"16963",818,4,2,3,10,NA,4
"16964",818,4,2,4,10,NA,NA
"16965",818,3,1,3,10,NA,4
"16966",818,3,1,3,10,NA,4
"16967",818,2,2,3,10,NA,4
"16968",818,4,1,4,10,NA,NA
"16969",818,3,2,3,10,NA,NA
"16970",818,3,1,3,10,NA,4
"16971",818,3,1,3,10,NA,NA
"16972",818,3,2,3,10,NA,NA
"16973",818,4,2,3,10,NA,4
"16974",818,3,2,3,9,NA,4
"16975",818,3,2,3,9,NA,NA
"16976",818,4,2,3,10,NA,4
"16977",818,4,2,3,10,NA,4
"16978",818,4,2,3,10,NA,4
"16979",818,4,2,3,10,NA,4
"16980",818,3,2,2,10,NA,3
"16981",818,3,2,3,10,NA,4
"16982",818,3,1,3,9,NA,4
"16983",818,3,1,3,9,NA,4
"16984",818,4,2,2,9,NA,4
"16985",818,4,2,2,9,NA,4
"16986",818,3,2,4,9,NA,4
"16987",818,3,1,2,10,NA,NA
"16988",818,4,1,3,10,NA,3
"16989",818,4,1,3,10,NA,4
"16990",818,4,1,4,10,NA,4
"16991",818,4,1,1,10,NA,4
"16992",818,3,4,2,10,NA,NA
"16993",818,1,2,1,10,NA,1
"16994",818,1,1,3,10,NA,NA
"16995",818,2,3,3,10,NA,1
"16996",818,4,1,4,10,NA,NA
"16997",818,4,1,3,10,NA,4
"16998",818,4,2,3,10,NA,NA
"16999",818,4,1,1,10,NA,NA
"17000",818,4,1,3,10,NA,NA
"17001",818,4,1,3,10,NA,NA
"17002",818,2,2,2,10,NA,4
"17003",818,3,1,3,10,NA,NA
"17004",818,2,1,4,10,NA,1
"17005",818,2,1,4,10,NA,1
"17006",818,3,1,4,5,NA,NA
"17007",818,3,1,3,4,NA,NA
"17008",818,3,1,3,7,NA,NA
"17009",818,3,2,3,7,NA,NA
"17010",818,2,2,3,7,NA,NA
"17011",818,3,1,2,10,NA,NA
"17012",818,2,1,4,10,NA,1
"17013",818,4,1,3,10,NA,4
"17014",818,4,1,3,10,NA,4
"17015",818,4,1,1,10,NA,1
"17016",818,4,1,2,9,NA,3
"17017",818,2,1,3,9,NA,3
"17018",818,3,3,4,9,NA,1
"17019",818,2,1,2,9,NA,NA
"17020",818,2,1,3,9,NA,3
"17021",818,2,1,4,9,NA,3
"17022",818,1,1,2,9,NA,2
"17023",818,2,2,4,10,NA,4
"17024",818,2,1,4,10,NA,NA
"17025",818,2,1,4,10,NA,3
"17026",818,2,1,2,9,NA,NA
"17027",818,2,1,4,10,NA,NA
"17028",818,3,4,3,10,NA,2
"17029",818,1,3,4,10,NA,4
"17030",818,2,2,3,8,NA,4
"17031",818,2,2,3,8,NA,4
"17032",818,2,1,2,9,NA,4
"17033",818,2,2,3,8,NA,4
"17034",818,2,1,2,8,NA,NA
"17035",818,2,2,2,8,NA,4
"17036",818,2,2,2,9,NA,4
"17037",818,4,1,3,10,NA,3
"17038",818,4,1,2,9,NA,1
"17039",818,4,1,4,10,NA,4
"17040",818,4,1,4,10,NA,4
"17041",818,4,1,2,10,NA,4
"17042",818,2,1,4,9,NA,NA
"17043",818,4,1,2,8,NA,NA
"17044",818,2,2,3,9,NA,NA
"17045",818,4,2,2,10,NA,NA
"17046",818,4,2,4,9,NA,NA
"17047",818,4,2,2,9,NA,4
"17048",818,4,2,2,9,NA,4
"17049",818,4,1,3,10,NA,3
"17050",818,4,2,2,9,NA,4
"17051",818,4,1,2,9,NA,4
"17052",818,4,2,4,10,NA,3
"17053",818,4,2,3,10,NA,4
"17054",818,4,1,2,10,NA,4
